17,13,5,4,6,29,90,80,102,87
17,13,5,4,6,29,90,80,102,87
19,39,5,4,7,26,91,82,102,84
17,31,5,4,6,25,91,81,102,83
17,45,7,5,8,22,90,82,101,80
16,48,7,5,7,25,85,82,103,84
16,49,8,5,6,26,84,82,102,83
16,49,8,5,6,27,85,82,102,84
17,54,6,6,8,32,80,82,102,87
15,54,6,6,8,30,80,83,103,88
16,54,6,7,6,31,81,84,105,95
14,54,5,5,6,30,81,82,108,104
14,54,5,5,6,29,78,82,107,103
14,54,5,5,5,29,78,81,107,102
15,54,5,6,7,30,78,80,109,109
15,54,4,5,7,30,77,80,109,109
11,54,5,5,7,30,76,78,110,110
9,54,5,6,8,30,76,79,111,111
9,54,5,6,8,30,77,79,111,111
9,54,5,6,8,30,77,79,111,111
8,54,5,5,8,32,77,80,112,112
8,54,5,6,8,32,77,79,111,111
10,9,5,7,9,34,78,86,114,113
11,9,5,7,8,36,77,87,114,113
11,9,5,7,8,35,78,88,114,113
11,9,5,7,8,35,78,88,114,113
12,9,5,7,7,37,78,87,114,112
13,10,5,7,8,36,76,85,112,110
14,9,6,7,7,37,82,89,114,112
14,7,4,6,7,35,89,91,117,113
14,7,4,6,7,35,89,91,118,112
16,5,4,5,6,32,96,93,118,110
17,4,3,5,6,32,97,91,117,106
17,5,3,5,5,31,98,92,118,108
17,4,3,5,6,31,100,89,117,106
17,4,3,5,6,32,100,89,117,106
17,4,3,5,6,32,100,89,117,106
17,4,5,4,6,34,98,83,116,105
16,4,7,4,6,32,97,81,112,103
15,4,7,4,6,33,97,80,111,102
16,4,7,4,6,33,97,80,111,102
15,5,10,5,6,33,97,80,109,100
15,5,10,4,6,33,96,79,109,99
16,5,17,5,7,35,97,80,107,101
15,5,17,5,7,34,97,80,106,101
15,5,53,7,5,37,97,80,103,99
15,5,54,7,5,38,96,80,103,98
15,6,57,8,4,41,95,82,105,100
15,6,57,8,4,41,95,82,104,99
15,6,57,8,4,41,95,82,104,99
15,6,59,8,4,42,96,84,104,101
15,6,59,9,5,41,96,86,104,102
14,7,59,9,4,40,94,84,103,100
14,6,60,9,4,40,94,84,102,99
14,6,60,9,4,39,94,84,102,99
14,7,61,11,5,39,93,83,95,93
16,7,61,11,5,42,93,83,94,93
12,7,61,11,5,39,91,83,92,90
13,7,61,11,5,38,91,82,91,87
13,7,61,11,5,39,90,82,90,87
13,7,61,11,5,40,90,82,90,87
13,8,60,12,5,41,90,83,91,87
13,8,60,12,5,40,90,83,91,86
12,7,61,11,5,38,91,84,93,87
13,5,51,6,6,35,93,84,99,90
13,5,49,6,6,35,94,84,99,90
13,5,50,6,6,35,94,84,99,90
15,5,5,4,6,30,94,84,102,91
15,5,5,4,6,30,94,85,103,91
14,4,3,4,6,29,94,86,105,93
15,4,3,4,6,32,94,87,107,94
14,4,3,4,6,31,95,88,108,94
14,4,3,4,6,31,95,88,108,95
15,4,3,4,6,30,93,86,107,93
15,4,3,4,6,30,93,87,107,94
14,4,3,4,6,30,93,88,108,93
14,4,3,4,6,30,93,88,108,93
14,4,3,4,6,29,93,88,108,93
14,4,3,4,6,29,93,88,108,93
14,5,3,5,6,30,94,89,106,93
14,4,3,4,6,30,95,89,106,94
14,5,4,13,7,31,95,89,104,93
16,5,4,56,9,32,95,89,105,95
16,5,4,57,9,32,95,90,105,95
16,5,4,57,9,32,95,90,105,95
15,5,4,57,9,33,96,90,106,95
15,5,4,57,9,33,96,90,106,95
16,5,5,59,10,34,95,89,106,94
15,4,5,61,11,35,92,86,105,93
15,4,4,60,11,34,92,86,105,92
15,4,4,61,11,34,92,85,105,92
14,4,5,61,12,34,92,85,104,93
15,4,5,61,12,34,91,84,103,92
15,5,5,62,12,35,92,84,103,93
15,5,6,62,13,36,93,85,102,95
14,5,6,62,12,36,92,84,102,95
14,5,6,62,12,36,92,83,102,95
15,5,6,62,12,37,92,83,100,95
14,5,6,62,12,37,92,83,101,95
13,5,6,62,12,37,92,83,101,95
13,5,6,62,13,35,93,84,102,95
13,5,6,62,12,34,92,83,101,95
13,5,6,62,12,35,92,83,102,95
13,5,5,62,12,34,88,82,102,92
15,5,5,62,12,34,90,83,102,92
14,5,3,5,6,32,93,87,102,93
15,5,3,4,5,30,92,86,106,91
14,5,3,4,5,30,92,86,105,91
13,5,3,4,5,29,91,85,107,91
14,5,3,4,6,29,91,85,107,91
14,5,3,4,6,29,91,85,107,91
13,5,3,4,5,31,89,83,107,91
14,5,3,4,5,31,91,85,108,92
12,5,3,6,4,33,91,85,111,95
13,5,3,5,5,32,93,87,114,98
13,5,3,6,5,33,92,86,113,97
14,5,3,5,5,32,93,87,115,99
15,5,3,5,5,31,93,87,113,93
14,5,3,5,5,32,92,86,112,93
14,4,3,5,5,29,92,87,110,88
14,5,3,4,5,29,92,90,112,92
13,5,3,5,6,28,92,90,111,92
14,5,3,5,6,28,92,90,111,92
14,6,3,6,13,31,92,92,112,102
15,6,3,6,13,31,93,92,113,102
13,5,3,6,55,35,93,93,114,110
13,6,3,8,56,34,90,91,111,108
13,6,3,8,56,34,90,91,111,107
13,6,3,8,56,34,90,91,111,107
12,6,3,9,58,34,89,91,109,107
12,6,3,9,58,34,88,90,108,107
10,6,3,10,58,32,90,92,107,106
11,8,5,12,58,31,89,91,107,105
12,9,5,13,58,31,87,90,104,104
12,9,6,13,58,31,88,90,105,104
11,10,6,15,59,30,86,90,104,103
12,10,5,14,59,30,86,90,104,103
13,10,6,14,58,30,86,89,105,103
13,9,5,13,59,31,86,88,103,104
13,8,5,12,59,31,87,89,104,105
13,8,5,12,59,31,87,89,104,105
13,7,3,5,5,26,91,90,107,97
12,7,4,5,6,27,90,89,106,98
13,6,3,4,6,29,89,86,106,91
13,6,3,4,6,30,88,85,106,91
13,6,3,4,6,29,89,85,106,91
13,6,3,5,6,29,89,85,106,91
13,6,4,4,5,33,89,85,108,95
14,6,4,4,5,32,90,85,109,95
14,6,3,4,5,31,91,87,112,98
15,6,3,5,5,32,93,89,114,101
15,6,3,5,5,32,94,89,115,102
15,6,3,5,5,32,93,89,115,102
15,5,3,4,5,32,93,89,114,100
15,5,3,5,5,31,93,89,114,101
16,5,3,4,5,32,92,88,112,100
16,6,4,4,5,32,92,88,112,101
16,6,4,4,5,32,92,88,112,100
18,6,4,6,7,32,94,90,113,103
22,6,4,5,5,34,93,88,113,102
22,6,3,5,6,33,94,89,112,101
27,5,3,4,4,34,92,87,110,99
27,5,3,4,4,34,92,87,110,99
32,6,3,4,4,34,92,87,110,99
33,5,3,3,3,32,90,85,111,98
35,6,3,3,3,33,88,84,110,98
40,5,2,3,2,34,86,83,109,96
40,5,2,3,2,34,86,83,109,96
44,6,2,3,1,35,85,83,109,96
44,6,2,3,2,35,85,83,109,96
47,6,2,4,2,34,86,84,111,97
47,6,2,4,1,34,85,84,110,97
49,6,2,4,1,33,84,83,110,96
49,6,3,4,2,33,84,83,110,96
48,6,3,4,2,33,84,83,109,96
43,6,3,5,2,34,83,82,109,95
41,6,3,4,2,34,82,81,109,94
42,7,3,4,2,33,82,82,108,95
42,7,3,4,2,33,82,82,109,95
43,7,3,5,3,34,84,83,110,96
43,7,3,5,3,35,84,83,110,96
43,6,3,5,3,35,83,83,109,95
42,6,3,4,4,31,86,84,111,100
35,7,4,4,4,28,89,87,112,101
34,6,4,4,4,29,89,87,112,101
30,7,4,4,4,29,91,88,111,100
29,7,4,4,4,29,91,87,111,101
19,7,4,4,5,31,90,85,111,98
19,7,3,4,5,30,90,85,110,98
16,5,4,4,5,32,92,87,112,99
17,5,3,4,5,32,94,88,113,98
16,5,3,4,6,32,94,88,113,98
16,5,3,4,6,31,93,87,112,97
17,5,3,4,6,31,93,88,112,97
19,6,4,4,5,30,90,84,108,94
18,6,4,4,5,30,90,84,108,94
18,7,6,5,5,28,90,86,107,93
19,8,7,6,6,30,89,84,106,92
18,8,7,6,6,30,89,84,106,92
19,11,9,7,6,28,90,85,107,93
19,11,9,7,6,30,90,84,107,93
18,16,12,10,8,28,91,85,109,97
18,17,13,10,7,28,90,85,108,96
25,35,34,43,39,35,94,86,107,99
26,39,36,43,44,35,98,89,108,104
26,41,38,44,46,35,99,89,109,105
28,49,48,49,50,34,94,87,107,103
28,49,47,49,50,35,95,87,107,104
30,52,50,52,53,38,92,87,105,101
30,52,50,53,53,38,92,87,105,100
25,56,55,57,56,34,89,87,103,98
24,57,57,59,59,31,85,86,101,97
23,57,57,60,59,29,84,86,100,97
26,60,60,62,62,29,79,82,97,94
27,60,60,62,62,30,79,82,97,93
26,60,60,62,62,27,70,76,89,88
28,61,62,63,63,29,69,74,87,85
41,75,77,77,70,24,59,64,65,72
54,65,76,78,72,27,70,64,59,63
54,68,81,81,73,30,65,59,56,57
59,61,78,78,70,26,67,57,51,51
60,54,74,76,71,26,70,59,53,53
61,66,79,82,73,28,63,60,52,45
61,62,83,84,75,29,67,58,51,44
61,59,73,78,73,27,62,56,48,40
61,55,74,80,75,30,71,63,53,45
61,60,79,84,77,28,66,61,52,42
63,51,76,82,75,31,78,63,53,45
63,56,76,80,75,27,69,63,53,46
62,57,74,79,73,29,69,58,51,48
63,57,74,79,73,28,70,59,51,46
58,67,71,75,70,31,68,66,66,70
49,68,69,74,71,32,65,67,72,76
48,69,72,76,72,31,66,70,72,75
41,64,65,67,67,32,67,72,82,82
39,64,64,67,67,30,71,75,83,82
26,60,62,63,62,35,84,84,101,95
25,59,61,62,62,32,86,87,101,95
18,55,55,58,57,41,92,88,103,96
17,55,56,57,56,40,93,89,103,95
18,47,49,50,46,36,93,87,106,98
22,18,17,13,8,27,89,83,106,88
21,13,12,10,8,31,89,83,105,88
20,13,12,10,7,30,89,82,106,88
21,14,12,10,7,29,89,83,106,88
18,8,6,5,7,31,88,81,106,88
17,6,5,4,6,29,88,81,105,87
17,5,4,4,7,30,90,82,106,87
17,5,4,4,7,29,90,82,106,86
17,4,3,3,6,29,90,82,107,85
17,4,3,3,6,28,90,82,106,85
18,4,2,4,7,27,91,82,107,84
17,4,2,3,7,26,93,82,106,82
18,3,2,3,8,27,94,82,105,81
18,3,2,3,8,27,94,82,105,80
17,3,1,3,7,28,94,82,105,80
18,3,1,4,8,28,95,84,106,80
18,3,2,3,8,27,95,84,106,80
16,3,2,3,7,28,96,85,107,82
17,3,1,3,8,28,95,84,106,80
14,4,2,3,6,27,91,82,107,87
15,3,2,3,5,31,91,82,107,91
14,4,2,3,5,31,92,83,107,91
15,4,2,3,4,30,92,84,109,98
15,4,2,4,4,31,93,85,109,98
13,5,3,5,5,32,93,87,113,105
14,5,3,5,6,31,91,86,111,104
12,6,4,5,6,29,91,87,112,108
12,6,4,5,7,29,89,85,111,108
12,6,4,5,7,29,89,86,111,108
13,7,4,5,7,27,90,87,112,109
12,7,4,5,7,27,90,87,112,109
15,7,4,5,7,28,88,86,111,108
14,7,4,5,7,28,88,86,111,108
14,7,4,5,7,32,85,85,110,108
14,7,4,6,7,31,85,85,109,107
18,8,5,5,7,31,85,84,110,108
19,7,4,5,7,32,85,85,111,108
19,8,5,5,7,32,85,85,111,108
20,7,4,5,7,31,86,85,111,109
20,7,4,5,7,31,86,85,110,108
21,7,4,5,7,32,85,84,109,107
22,8,5,5,7,33,85,85,110,108
22,8,4,5,7,33,86,86,111,109
22,8,4,5,7,32,86,86,110,108
22,8,5,5,7,32,86,85,109,108
22,8,4,5,7,32,84,84,109,107
22,8,4,5,7,32,84,84,109,107
22,8,4,5,7,32,86,86,111,108
23,6,3,5,4,30,90,87,111,100
23,6,3,5,4,30,90,86,110,99
19,5,3,4,6,28,93,85,109,90
20,4,3,5,6,28,91,83,107,89
18,5,3,4,6,28,92,84,108,89
18,5,3,4,7,28,92,84,107,88
16,4,2,4,7,27,94,86,109,89
14,4,3,4,7,27,94,85,109,88
14,4,3,4,7,27,94,85,109,88
15,4,2,4,7,28,94,86,109,88
15,4,2,4,7,27,95,86,109,88
14,4,2,4,8,27,94,85,108,86
14,4,2,4,8,27,94,85,108,86
14,4,2,4,8,27,95,86,108,84
16,4,2,4,7,28,95,87,108,84
17,4,3,4,8,27,95,87,109,84
16,3,2,4,7,28,96,87,109,85
17,3,2,4,7,28,95,87,109,85
17,3,2,4,7,28,98,89,111,86
17,4,2,4,7,27,97,88,110,85
18,3,2,4,7,28,99,89,112,86
17,3,2,4,7,29,100,90,112,86
17,3,2,4,7,29,99,89,112,86
16,3,2,4,7,28,101,91,113,85
16,3,2,4,7,27,100,90,112,85
17,3,2,4,7,29,101,91,113,86
18,3,2,4,7,29,101,91,113,86
18,3,2,4,7,28,101,91,112,84
18,3,2,4,7,29,100,90,112,84
19,3,2,4,8,29,100,90,112,85
17,3,2,4,7,29,99,89,112,86
17,3,2,4,7,30,100,89,112,86
17,3,2,4,7,27,99,90,111,86
17,3,2,3,7,27,98,89,111,85
15,3,2,4,6,28,97,88,112,90
15,4,2,5,6,28,98,89,113,91
14,4,3,5,6,28,96,88,112,94
15,5,3,5,5,30,94,88,111,99
14,5,4,5,5,30,92,86,110,100
14,5,3,5,5,29,92,85,109,99
14,5,4,5,4,31,93,87,109,101
15,5,4,6,5,31,93,86,109,102
14,6,4,6,6,32,95,89,110,105
15,6,4,5,7,31,91,85,111,108
15,6,4,5,7,31,92,86,112,108
14,6,4,6,7,31,93,89,112,109
15,6,4,6,7,32,92,87,112,109
15,6,4,6,8,32,91,88,112,109
15,6,4,6,8,33,90,88,112,110
17,7,4,5,7,33,88,87,111,108
17,7,4,6,7,34,88,87,111,109
18,7,5,6,7,32,88,87,110,108
19,7,5,6,7,34,87,86,110,108
19,7,5,6,7,34,87,86,110,108
19,8,5,5,7,33,88,88,111,109
19,8,5,6,7,34,89,88,111,109
18,7,4,5,7,33,88,87,111,109
16,7,4,5,7,34,88,87,111,109
17,7,4,5,7,34,88,87,111,109
20,7,3,4,4,29,89,86,110,96
18,6,3,4,5,29,90,87,111,98
13,5,3,4,6,29,92,85,109,90
13,5,3,4,6,29,91,84,107,89
17,4,3,5,7,30,94,86,109,89
15,4,3,4,7,28,93,86,108,87
15,4,3,4,7,28,93,86,108,87
15,4,3,4,7,27,93,86,109,88
15,4,3,4,7,28,93,86,109,88
14,4,2,4,6,28,93,86,109,88
14,4,2,4,7,28,93,86,108,87
16,3,2,4,6,30,93,86,108,87
16,3,2,4,6,28,94,86,109,87
17,3,2,4,6,28,94,87,109,87
16,3,2,4,6,28,95,88,111,88
16,3,2,4,6,28,95,88,110,88
17,3,2,4,6,30,95,88,111,87
17,3,2,4,6,29,95,87,110,86
16,3,1,4,6,28,97,90,113,88
17,3,2,4,7,30,96,88,111,85
17,3,2,4,7,29,96,88,111,85
17,3,2,4,7,29,97,89,112,86
17,3,2,4,7,30,97,89,112,86
17,3,2,4,7,29,97,89,112,86
17,3,2,4,7,29,97,89,112,86
15,3,2,4,6,29,97,90,111,86
14,4,2,4,7,27,96,89,111,86
14,4,2,4,6,29,97,89,112,87
15,4,2,4,7,29,95,88,111,87
14,4,2,4,7,30,95,88,111,88
15,3,2,3,7,29,95,88,111,87
16,4,2,4,8,29,95,87,111,87
14,5,3,5,7,29,97,89,111,89
22,5,3,4,5,29,94,85,109,88
22,5,3,4,5,30,94,86,109,88
24,4,3,4,6,31,94,86,111,89
24,4,3,4,6,31,93,85,111,88
26,5,3,4,5,31,93,84,110,87
26,5,3,4,5,31,93,85,110,87
28,5,4,5,5,32,92,86,111,88
30,4,3,5,6,33,92,86,112,88
30,4,3,5,6,33,92,86,112,88
33,5,3,5,5,34,91,85,111,88
37,4,3,5,5,33,89,85,112,87
37,4,3,5,5,33,89,85,111,87
45,4,3,5,5,31,88,85,112,89
46,5,3,5,4,30,86,83,112,90
45,6,4,5,4,30,86,83,112,91
44,6,4,6,5,31,86,84,112,91
50,6,4,5,4,29,83,82,111,91
50,7,4,5,4,29,83,82,111,91
47,7,4,5,4,30,84,83,111,92
46,8,4,5,4,30,81,81,110,91
47,8,4,5,4,29,82,81,110,91
46,8,4,5,4,30,81,81,110,91
45,8,4,5,4,28,82,82,110,92
45,8,5,5,4,29,82,82,110,92
45,8,4,5,4,29,81,82,110,92
38,8,4,5,4,29,83,83,110,92
38,7,4,5,4,29,83,83,110,93
26,7,4,5,4,28,85,84,110,94
31,7,4,4,4,28,87,85,108,92
25,7,4,4,5,29,87,83,108,91
25,7,4,4,5,29,87,83,108,90
20,7,5,5,5,31,88,84,107,90
20,7,5,5,5,31,88,83,107,90
13,6,4,5,6,31,90,86,109,91
13,6,4,5,6,30,90,86,109,90
13,6,4,5,6,29,92,88,111,93
21,5,3,4,6,31,91,88,112,93
21,5,3,4,6,29,92,88,112,93
22,5,3,4,6,29,93,89,112,92
21,4,3,4,6,29,92,87,111,91
20,4,3,4,6,26,92,87,111,90
19,4,3,4,6,27,92,88,111,90
17,4,3,4,6,27,92,87,110,89
16,4,2,3,6,25,93,88,109,88
16,4,2,3,6,27,93,88,110,87
22,3,2,3,7,27,95,88,110,86
21,3,2,3,7,27,95,88,110,86
23,3,2,3,6,28,95,88,109,86
24,3,1,3,7,27,95,88,109,86
23,4,2,3,7,27,95,87,109,86
24,5,4,4,9,28,93,85,108,84
24,5,4,4,8,29,93,85,107,84
23,7,8,8,10,28,94,86,109,85
21,7,8,8,10,28,94,86,107,85
18,12,13,11,17,27,94,86,108,88
16,12,13,12,18,27,94,86,108,87
17,35,41,51,58,32,95,87,105,91
16,43,46,58,59,29,96,86,105,94
17,43,47,59,59,29,97,86,106,97
16,45,52,61,59,32,98,87,105,93
15,45,52,61,59,32,99,87,105,94
11,48,49,57,57,33,100,91,108,98
11,48,49,56,57,33,100,91,108,98
18,52,55,57,56,33,106,93,109,103
16,56,57,61,61,31,99,93,105,100
16,55,56,61,60,33,99,92,104,100
18,58,58,64,63,31,92,89,98,94
17,58,57,63,62,31,93,90,98,96
18,59,61,65,65,31,84,87,94,95
19,60,61,65,65,30,83,86,93,93
19,63,65,69,67,28,66,76,81,85
21,69,80,82,78,30,63,68,70,70
22,69,79,84,79,32,62,68,69,71
20,72,82,85,80,36,57,63,64,69
